ObsArea_Code,Global_Standard,Plot_ID,EO_ID,LAT,LONG,Notes,Formation,Plots_Sname,ObsArea_Name,EcoRegionL3,ecoReg_ecoObs,date,N,Nnat,MeanC,NativeMeanC,FQI,NativeFQI,AdjFQI,PSI,CWMeanC,CWNativeMeanC,CWFQI,CWNativeFQI,CWAdjFQI,RelativeNativeCover,TotalNonNativeCover,TotalNativeCover,VMMI,relativeNativeMonocotCover,countTolerantSpecies,N.OLD.CoC,Nnat.OLD.CoC,MeanC.OLD.CoC,NativeMeanC.OLD.CoC,FQI.OLD.CoC,NativeFQI.OLD.CoC,AdjFQI.OLD.CoC,PSI.OLD.CoC,CWMeanC.OLD.CoC,CWNativeMeanC.OLD.CoC,CWFQI.OLD.CoC,CWNativeFQI.OLD.CoC,CWAdjFQI.OLD.CoC,RelativeNativeCover.OLD.CoC,TotalNonNativeCover.OLD.CoC,TotalNativeCover.OLD.CoC,VMMI.OLD.CoC,relativeNativeMonocotCover.OLD.CoC,countTolerantSpecies.OLD.CoC,SIZE_RATING_CD,CONDITION_RATING_CD,LAND_CONTEXT_RATING_CD,OVERALL_EO_RANK,ELEMENT_GLOBAL_ID,ELCODE,SCIENTIFIC_NAME,COLLOQUIAL_NAME,CONCATENATED_CD,CLASS_CODE,SUBCLASS_CODE,FORMATION_CODE,DIVISION_CODE,CLASS,SUBCLASS,FORMATION,DIVISION_KEY,DIVISION,MACROGROUP_KEY,MACROGROUP_NAME,GROUP_KEY,GROUP_NAME,ALLIANCE_KEY,ALLIANCE_NAME,SORT,TRANSLATED_NAME,COMMON_NAME
VT409,CEGL006175,409,2636,44.695833,-72.054167,Map from Access,Softwood Swamps,Northern White Cedar Swamp,Marl; Marl Pond; town of SUTTON,58,58,9/11/1997,38,37,5.184210526,5.324324324,31.95761996,32.3866005,52.53800359,0.852278961,5.224313327,5.229633402,32.20483023,31.81061811,51.60363676,0.998982706,0.200000003,196.4000007,,,9,38,37,4.58,4.7,28.23,28.61,46.4,0.75,4.22,4.23,26.04,25.72,41.72,1,0.2,196.4,54.29,0,20,0,0,0,A,686709,CEGL006175,Thuja occidentalis - (Picea rubens) / Tiarella cordifolia Swamp Forest,Northern White-cedar - Spruce Seepage Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis - (Picea rubens) / Tiarella cordifolia Swamp,Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT410,CEGL006007,410,No EO,44.4693,-72.3676,No EO ,Softwood Swamps,Northern White Cedar Swamp,Martell; Martell Swamp; town of WOODBURY,58,58,9/27/1999,43,43,5.139534884,5.139534884,33.70218404,33.70218404,51.39534884,0.783771722,5.248470016,5.248470016,34.41651948,34.41651948,52.48470016,1,0,163.399997,,,12,43,43,5.05,5.05,33.09,33.09,50.47,0.77,4.61,4.61,30.22,30.22,46.08,1,0,163.4,58.16,0,20,,,,,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT411,CEGL006007,411,6167,44.38,-72.264,From NC EO,Softwood Swamps,Northern White Cedar Swamp,MolBk; Mollys Brook Swamp; town of CABOT,58,58,9/28/1999,52,51,5.057692308,5.156862745,36.4715379,36.82736621,51.07036816,0.708218581,5.221652417,5.224629414,37.65387107,37.31131703,51.74148719,0.999430199,0.100000001,175.4000009,,,17,52,50,4.69,4.88,33.84,34.51,47.85,0.66,4.45,4.48,32.09,31.67,43.91,0.99,1.1,174.4,54.21,0,27,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT412,CEGL006007,412,1900,45.166667,-73.416667,Map from Access desc - Point was corrected,Softwood Swamps,Northern White Cedar Swamp,Morses; Morses Line Swamp; plot #1; town of FRANKLIN,1,83,9/11/1996,42,42,6.071428571,6.071428571,39.34735424,39.34735424,60.71428571,0.936841768,5.526537494,5.526537494,35.81605646,35.81605646,55.26537494,1,0,118.6999984,,,7,42,42,5.21,5.21,33.79,33.79,52.14,0.8,4.14,4.14,26.81,26.81,41.37,1,0,118.7,59.96,0,18,A,A,B,A,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT413,CEGL006007 ; CEGL006199,413,2647,43.6875,-73.220833,Map from Access; correction to mapping.,Softwood Swamps,Northern White Cedar Swamp,Moscow; Moscow Road Swamp; plot #1; town of HUBBARDTON,58,58,8/1/1996,51,51,5.294117647,5.294117647,37.80756227,37.80756227,52.94117647,0.74132475,5.150462963,5.150462963,36.78166262,36.78166262,51.50462963,1,0,86.39999938,,,16,51,50,5.08,5.18,36.27,36.63,51.29,0.72,4.42,4.43,31.59,31.35,43.9,1,0.2,86.2,56.86,0,26,0,0,0,C,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT414,CEGL006007,414,6190,44.9328,-72.0137,From NC EO,Softwood Swamps,Northern White Cedar Swamp,MudHol; Mud Pond - Holland; town of HOLLAND,58,58,8/29/1997,51,51,5.490196078,5.490196078,39.20784235,39.20784235,54.90196078,0.768781223,5.033180783,5.033180783,35.94410033,35.94410033,50.33180783,1,0,87.3999996,,,12,51,51,5.16,5.16,36.83,36.83,51.57,0.72,4.16,4.16,29.73,29.73,41.64,1,0,87.4,57.98,0,25,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT415,CEGL006007,415,3021,44.916667,-72.058333,Map from Access - corrected mapping,Softwood Swamps,Northern White Cedar Swamp,MudMor; Mud Pond Morgan West; town of MORGAN,58,58,8/28/1997,42,41,5.30952381,5.43902439,34.40964704,34.8267489,53.73884024,0.829208307,5.467805516,5.471400391,35.43542974,35.03405646,54.05872274,0.99934297,0.100000001,152.1000005,,,8,42,41,5.1,5.22,33.02,33.42,51.57,0.8,4.83,4.84,31.33,30.98,47.8,1,0.1,152.1,60.58,0,16,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT416,CEGL006007,416,2841,44.0701,-72.0788,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Newbury; Newbury Village Land Swamp; town of NEWBURY,58,58,6/25/1997,57,57,5.421052632,5.421052632,40.92804983,40.92804983,54.21052632,0.718035962,5.336628777,5.336628777,40.29066371,40.29066371,53.36628777,1,0,202.2999977,,,15,57,56,5.14,5.23,38.81,39.15,51.86,0.69,4.58,4.58,34.57,34.29,45.41,1,0.1,202.2,58.11,0,27,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT417,CEGL006007,417,4129,44.9358,-71.8854,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Norton; Norton Pond NW Arm Swamp; town of WARRENS GORE,58,58,8/15/1996,61,60,5.278688525,5.366666667,41.22787534,41.57002125,53.2249582,0.681475758,5.145572551,5.147959181,40.18820635,39.87592035,51.05588426,0.999536393,0.100000001,215.5999993,,,15,61,59,5.07,5.24,39.56,40.23,51.51,0.66,4.47,4.54,34.92,34.85,44.62,0.99,3.1,212.6,57.77,0,27,C,A,A,A,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT418,CEGL006007,418,6466,44.74,-71.6765,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Notch; Notch Swamp; plot #1; town of BRUNSWICK,58,58,8/1/1996,51,51,5.215686275,5.215686275,37.24745024,37.24745024,52.15686275,0.730342161,5.450430228,5.450430228,38.92385738,38.92385738,54.50430228,1,0,267.3000002,,,13,51,50,4.76,4.86,34.03,34.37,48.12,0.67,5.01,5.01,35.77,35.45,49.63,1,0.2,267.1,53.25,0,29,0,0,0,0,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT419,CEGL006007,419,2893,44.6209,-72.1993,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Page; Page Brook Swamp; town of WHEELOCK,58,58,8/28/1996,30,30,5.5,5.5,30.12474066,30.12474066,55,1.004158022,5.152227727,5.152227727,28.21991347,28.21991347,51.52227727,1,0,161.6000008,,,7,30,30,5.3,5.3,29.03,29.03,53,0.97,4.51,4.51,24.72,24.72,45.12,1,0,161.6,59.32,0,13,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT420,CEGL006007,420,4261,44.1772,-72.1754,From NC EO,Softwood Swamps,Northern White Cedar Swamp,PineCS; Melvin Hill Swamp; town of TOPSHAM,58,58,6/27/1997,30,30,5.833333333,5.833333333,31.95048252,31.95048252,58.33333333,1.065016084,5.223484849,5.223484849,28.61020481,28.61020481,52.23484849,1,0,131.9999987,,,5,30,30,5.53,5.53,30.31,30.31,55.33,1.01,4.26,4.26,23.32,23.32,42.58,1,0,132,60.33,0,13,A,A,A,A,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT421,CEGL006175 ; CEGL006007,421,516,44.1839,-72.1982,From NC EO,Softwood Swamps,Northern White Cedar Swamp,PineE; East Brook Swamp; town of TOPSHAM,58,58,6/12/1997,35,35,5.342857143,5.342857143,31.60876913,31.60876913,53.42857143,0.903107689,4.999389125,4.999389125,29.57678493,29.57678493,49.99389125,1,0,163.6999999,,,9,35,35,4.97,4.97,29.41,29.41,49.71,0.84,4.24,4.24,25.07,25.07,42.37,1,0,163.7,58.37,0,15,0,0,0,C,686709,CEGL006175,Thuja occidentalis - (Picea rubens) / Tiarella cordifolia Swamp Forest,Northern White-cedar - Spruce Seepage Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis - (Picea rubens) / Tiarella cordifolia Swamp,Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT422,CEGL006007,422,4601,44.225,-73.116667,Map from Access - corrected mapping - plot map needed,Softwood Swamps,Northern White Cedar Swamp,Pond; Pond Brook Cedars; plot #1; town of MONKTON,83,83,7/24/1996,51,51,5.784313725,5.784313725,41.30826248,41.30826248,57.84313725,0.809965931,5.514240502,5.514240502,39.37955388,39.37955388,55.14240502,1,0,126.4000012,,,12,51,51,4.84,4.84,34.59,34.59,48.43,0.68,4.55,4.55,32.47,32.47,45.47,1,0,126.4,54.96,0,27,A,B,B,AB,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT423,CEGL006007,423,2377,44.2554,-72.3799,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Potter; Potter Brook; town of PLAINFIELD,58,58,7/1/1997,37,37,5.081081081,5.081081081,30.90700961,30.90700961,50.81081081,0.835324584,5.581148122,5.581148122,33.94879867,33.94879867,55.81148122,1,0,141.1000012,,,11,37,36,4.46,4.58,27.13,27.5,45.21,0.74,4.83,4.84,29.41,29.05,47.75,1,0.2,140.9,52.16,0,22,0,0,0,B,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT424,CEGL006007,424,5336,44.2717,-72.1205,From NC EO,Softwood Swamps,Northern White Cedar Swamp,Roy; Roy Mountain Cedar Swamp; town of BARNET,58,58,6/11/1997,29,29,5.379310345,5.379310345,28.96847276,28.96847276,53.79310345,0.998912854,4.994890506,4.994890506,26.89830857,26.89830857,49.94890506,1,0,137.0000038,,,6,29,28,4.79,4.96,25.81,26.27,48.78,0.91,4.11,4.17,22.12,22.06,40.96,0.99,2,135,55.17,0,15,C,A,A,A,683188,CEGL006007,"Thuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp Forest",Northern White-cedar Peatland Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,"1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis / Sphagnum (girgensohnii, warnstorfii) Swamp",Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
VT425,CEGL006199,425,2185,44.875,-73.291667,Map from Access; correction to mapping.,Softwood Swamps,Hardwood-Northern White Cedar Swamp,South Alburg Swamp A; plot #1; town of ALBURG,83,83,7/17/1996,39,38,5.41025641,5.552631579,33.78704045,34.22871986,54.80981718,0.877659484,5.507308163,5.514024393,34.39312846,33.99072918,54.4287271,0.998781973,0.200000003,163.9999984,,,11,39,36,4.56,4.94,28.5,29.67,47.5,0.76,4.73,4.83,29.52,28.98,46.4,0.98,3.5,160.7,54.62,0,19,B,B,B,B,688456,CEGL006199,Thuja occidentalis - Acer rubrum / Cornus sericea Swamp Forest,Northern White-cedar - Red Maple Enriched Swamp Forest,1.B.3.Na.3.d,1,1.B,1.B.3,1.B.3.Na,1 Forest & Woodland,1.B Temperate & Boreal Forest & Woodland,1.B.3 Temperate Flooded & Swamp Forest,D011,1.B.3.Na Eastern North American-Great Plains Flooded & Swamp Forest,M504,Laurentian-Acadian-North Atlantic Coastal Flooded & Swamp Forest,G046,Laurentian-Acadian-Appalachian Alkaline Swamp,A3720,Thuja occidentalis - Acer rubrum - Larix laricina Swamp Forest Alliance,1.B.3.Na.3.dLaurentian-Acadian-North Atlantic Coastal Flooded & Swamp ForestLaurentian-Acadian-Appalachian Alkaline SwampThuja occidentalis - Acer rubrum - Larix laricina Swamp Forest AllianceThuja occidentalis - Acer rubrum / Cornus sericea Swamp Forest,Northern White-cedar - Red Maple - Tamarack Swamp Forest Alliance,Northern White-cedar - Red Maple Swamp Forest
